id,value
id_0,7.0
id_1,17.85086745561175
id_2,23.29124202382452
id_3,6.6351799920290375
id_4,26.577799797984653
id_5,22.0
id_6,24.33716926789228
id_7,29.18047453842177
id_8,17.36501252853144
id_9,58.54644818423742
id_10,13.0
id_11,11.0
id_12,62.55091442861283
id_13,52.18331854728328
id_14,22.0
id_15,11.5754906861498
id_16,32.84639959070452
id_17,67.60787935221552
id_18,1.899373365660523
id_19,17.0
id_20,41.7067332258995
id_21,71.79198202094697
id_22,9.554415528396015
id_23,18.66616376614451
id_24,13.320783693203332
id_25,37.31077460133743
id_26,13.0
id_27,74.32188910477353
id_28,7.41784511549854
id_29,56.0
id_30,23.85121337198678
id_31,8.148561458708233
id_32,3.0
id_33,19.0
id_34,28.47546105475353
id_35,37.681706363026436
id_36,43.0
id_37,30.78295222847874
id_38,42.12209823886504
id_39,34.896086443904345
id_40,8.166759954594227
id_41,39.37129223451106
id_42,32.75108254437674
id_43,51.1597498104436
id_44,16.0
id_45,36.71328322701293
id_46,23.712599962388126
id_47,9.837056013889992
id_48,25.26431504820166
id_49,32.51634618983258
id_50,19.256219457752234
id_51,8.809102275644072
id_52,24.18472379280779
id_53,53.24452934763721
id_54,15.327014904184471
id_55,35.606582075421954
id_56,32.53282695300494
id_57,21.35503335253592
id_58,57.850811772081926
id_59,23.645363976485474
id_60,13.5355645192926
id_61,42.535973408862915
id_62,13.0
id_63,50.20136911761223
id_64,15.261027472917764
id_65,16.414532649157593
id_66,16.84387760581219
id_67,0.6633840568363807
id_68,42.678724246537605
id_69,30.347637917781043
id_70,21.768342559802896
id_71,40.611717435425625
id_72,61.0
id_73,5.0
id_74,16.77883243013502
id_75,3.387417973695179
id_76,38.71907145794528
id_77,13.838693557171176
id_78,23.256586685429767
id_79,21.0
id_80,23.597899958228357
id_81,36.82394811563664
id_82,21.0
id_83,92.39645425833352
id_84,36.791402305346786
id_85,27.562679676532646
id_86,21.0
id_87,32.804155230478784
id_88,22.86641686967388
id_89,20.0
id_90,28.884313086119622
id_91,41.277516847075205
id_92,4.809404507124428
id_93,39.0
id_94,46.215416867133676
id_95,17.0
id_96,32.0
id_97,13.279840565480827
id_98,23.273069583843863
id_99,4.38386138831366
id_100,18.701153184868613
id_101,27.446161309819505
id_102,16.69460165599731
id_103,16.644039481620023
id_104,23.25062104166228
id_105,38.46236937529616
id_106,31.2707193185668
id_107,7.150262338474294
id_108,6.4804020883795594
id_109,78.55651616479
id_110,46.159349135102346
id_111,16.40498608226122
id_112,28.0
id_113,15.705696967981641
id_114,13.0
id_115,25.40338471767708
id_116,27.0
id_117,9.0
id_118,17.115343988469405
id_119,19.0
id_120,81.63302151209919
id_121,23.795484782942907
id_122,34.29476935964329
id_123,24.81974701208066
id_124,7.0
id_125,39.80350161722264
id_126,9.20068380678789
id_127,22.0
id_128,30.10641292067652
id_129,62.0
id_130,21.734011536499928
id_131,24.283885579889464
id_132,58.317714704162576
id_133,15.0
id_134,12.75199301840582
id_135,2.163888035081004
id_136,12.81805313009005
id_137,58.237889139707576
id_138,19.604073695839375
id_139,5.6859974205323605
id_140,27.868505504296685
id_141,25.22217463561183
id_142,44.0
id_143,30.208418719313613
id_144,17.61720692373404
id_145,26.138509901974775
id_146,11.20670974228454
id_147,51.1182299633501
id_148,23.0
id_149,39.38085975766867
id_150,11.12945082373572
id_151,7.658164209956521
id_152,25.188181127271072
id_153,6.324737139723009
id_154,15.469331181196651
id_155,40.62551438818698
id_156,8.247602812382738
id_157,37.36899325025922
id_158,11.397083866190258
id_159,19.0
id_160,42.0
id_161,18.659023166123493
id_162,14.242261565113788
id_163,7.620840404250031
id_164,52.329846977888224
id_165,29.78010852775227
id_166,3.0
id_167,16.17855292958985
id_168,64.42615482778352
id_169,12.770745999836528
id_170,63.577234380823356
id_171,38.81740120425145
id_172,26.646413980550903
id_173,19.181099174607485
id_174,62.66131199462454
id_175,24.749150265024824
id_176,19.89237062697357
id_177,38.87244354085149
id_178,12.0
id_179,30.703895672682947
id_180,17.576484299709993
id_181,12.462920822043909
id_182,54.4621767534791
id_183,46.418804842387
id_184,16.0
id_185,34.70378716409451
id_186,26.676156886128677
id_187,71.79236206129298
id_188,10.0
id_189,58.830269585246974
id_190,38.40088917155197
id_191,14.140027595194049
id_192,28.80051502542277
id_193,1.6049975564386303
id_194,18.729426335777426
id_195,1.1740824813758
id_196,34.0
id_197,11.546169621794359
id_198,19.0
id_199,62.0
id_200,24.57625181675593
id_201,26.0
id_202,65.69118207282975
id_203,11.88576760422296
id_204,8.553459563525195
id_205,11.13866289696459
id_206,7.410511564249824
id_207,1.4317644802900222
id_208,123.78384942516254
id_209,20.624010839787424
id_210,15.0
id_211,14.257663069561742
id_212,36.67647711350193
id_213,35.89937096504508
id_214,20.69596333775495
id_215,34.77207217025042
id_216,79.0
id_217,0.8429510937067191
id_218,12.699951699429239
id_219,32.479918293528264
id_220,15.560417461133913
id_221,12.284817563132014
id_222,115.89978011114069
id_223,12.371733927975598
id_224,16.80189548072017
id_225,64.73351741642577
id_226,16.0
id_227,17.878287824705456
id_228,10.175967032762898
id_229,7.139448235294136
id_230,44.425591612148786
id_231,12.673370024865449
id_232,54.0
id_233,43.12170423757834
id_234,25.60252086537872
id_235,42.67239017184501
id_236,69.0
id_237,43.60342013912689
id_238,10.83926969060486
id_239,17.30209438285076
