id,value
id_0,6.330933381153923
id_1,17.37923922032856
id_2,23.373521127645084
id_3,7.168778705104092
id_4,26.39373875263535
id_5,21.65064210824842
id_6,24.12660136406332
id_7,28.754957851963038
id_8,17.009323554519792
id_9,58.69865607019387
id_10,12.634695263885142
id_11,10.561274842067883
id_12,62.27355063867947
id_13,51.527684259229254
id_14,22.393840465886093
id_15,11.541120377012255
id_16,32.54041143144013
id_17,67.94479445499125
id_18,1.8440363449696289
id_19,16.944609079946332
id_20,41.65178961563481
id_21,71.65312739466263
id_22,9.877366783149393
id_23,18.61162652162354
id_24,13.622527370310411
id_25,37.75924763800602
id_26,13.428653617711372
id_27,72.23628121161694
id_28,7.4853536461994645
id_29,55.84970226448452
id_30,24.228056724139286
id_31,7.701526087982913
id_32,2.307434612941681
id_33,18.45044000431614
id_34,27.8033070331372
id_35,37.71730518734323
id_36,42.896280224567654
id_37,30.703686145982118
id_38,42.48150398511014
id_39,34.79807707730588
id_40,8.239244095178613
id_41,39.77711740754463
id_42,31.849703747881293
id_43,50.776991778426364
id_44,16.048377170776057
id_45,36.54658339157202
id_46,24.054050184461637
id_47,10.165985568187583
id_48,25.424809332438826
id_49,32.90691286702016
id_50,18.436971149671496
id_51,9.020780685879178
id_52,22.601116122926644
id_53,52.96873365132204
id_54,15.407733203244089
id_55,35.66259229316164
id_56,32.81523045947743
id_57,21.636066776098293
id_58,57.249099178606684
id_59,23.39343285277007
id_60,13.403312196633262
id_61,42.560560939914104
id_62,13.153602176293472
id_63,49.601476473848734
id_64,15.07097878002578
id_65,15.97787580825298
id_66,15.76805398938512
id_67,0.8163497741055785
id_68,42.57765630613571
id_69,29.673881848473638
id_70,21.694669652218483
id_71,41.124838599732826
id_72,60.221157109331756
id_73,5.404504607775735
id_74,16.979635637592644
id_75,3.5161671793002878
id_76,37.869212863478594
id_77,13.196716340389976
id_78,22.524354053581575
id_79,20.994794265716415
id_80,23.55285209513783
id_81,36.37244362815843
id_82,20.87998100854913
id_83,93.69453188629188
id_84,36.56125418557542
id_85,26.812514899808434
id_86,20.752452457533316
id_87,33.07677866769077
id_88,22.908869147788604
id_89,20.405725276598428
id_90,29.12703398141315
id_91,41.571580952709844
id_92,4.9350456470522355
id_93,39.10313412586383
id_94,46.2813005536954
id_95,17.270858847613862
id_96,31.87310980376127
id_97,13.010465796274106
id_98,23.356125400812164
id_99,4.041990162239141
id_100,18.82230208588064
id_101,27.044254960620343
id_102,16.554503013622185
id_103,16.248734625070377
id_104,22.566256693595875
id_105,38.7171737075886
id_106,30.52938398573941
id_107,7.534891178506976
id_108,6.3182698674212325
id_109,79.14657888173353
id_110,46.62463485992556
id_111,16.364235723755137
id_112,27.646026675564762
id_113,15.124076870196498
