id,value
id_0,6.898716168767366
id_1,17.807513594481396
id_2,23.358910546450787
id_3,6.652528156354404
id_4,26.60193375232002
id_5,21.91891745625134
id_6,24.315961855578678
id_7,29.209125683620634
id_8,17.3599233921057
id_9,58.557726915812026
id_10,13.076139778091848
id_11,10.996385310212963
id_12,62.45808962156933
id_13,52.16034383156318
id_14,22.02568725263256
id_15,11.480281148092363
id_16,32.79687918781559
id_17,67.67622313588868
id_18,1.8622588216145681
id_19,17.0517336991871
id_20,41.74634667117638
id_21,71.79596893091052
id_22,9.565776715586143
id_23,18.669545415728336
id_24,13.359793786135668
id_25,37.30220427841063
id_26,13.004713597498235
id_27,74.4102793036533
id_28,7.446307738913973
id_29,56.064004793259414
id_30,23.842066697109537
id_31,8.19957683084806
id_32,3.108458424846595
id_33,19.012446289836248
id_34,28.611137887012255
id_35,37.640374581538154
id_36,43.05197934904063
id_37,30.837599534602663
id_38,42.18460720567261
id_39,34.92119025633977
id_40,8.197313086375237
id_41,39.35019055397905
id_42,32.755068281189935
id_43,51.12446028106325
id_44,15.956247661332958
id_45,36.66520713471681
id_46,23.70646449062986
id_47,9.888542431186945
id_48,25.1741907978891
id_49,32.53254079707971
id_50,19.326304087340873
id_51,8.87023528791681
id_52,24.11062654984024
id_53,53.31250479105223
id_54,15.346991276508728
id_55,35.591228483038655
id_56,32.520920914034086
id_57,21.47322171805676
id_58,57.897211747149456
id_59,23.58527484107892
id_60,13.596196280241308
id_61,42.508140021579706
id_62,13.051863512403063
id_63,50.18924158039407
id_64,15.275779284575385
id_65,16.403611479952268
id_66,16.797142029097763
id_67,0.6943774272371037
id_68,42.66512043681582
id_69,30.433085265062132
id_70,21.761577582061154
id_71,40.540873820245395
id_72,60.89467328881214
id_73,4.953302259266331
id_74,16.783522043390292
id_75,3.503145481893947
id_76,38.715344521952304
id_77,13.846328162786932
id_78,23.28416505867276
id_79,21.045848501074346
id_80,23.647463698614782
id_81,36.755879018991315
id_82,20.9393018901645
id_83,92.3920260334037
id_84,36.74008546783863
id_85,27.508566302483267
id_86,20.98888465150492
id_87,32.692802925916745
id_88,22.945499173247473
id_89,20.14262953439475
id_90,28.904830881724678
id_91,41.229309039730936
id_92,4.782746786184983
id_93,38.87918427560475
id_94,46.21683559158677
id_95,17.035874717100832
id_96,32.073326934024244
id_97,13.238487277449128
id_98,23.320429279685165
id_99,4.3320744705172105
id_100,18.7035711099643
id_101,27.519911787582842
id_102,16.618880196665152
id_103,16.6250603366664
id_104,23.236888949788167
id_105,38.465597550365814
id_106,31.25686255507797
id_107,7.153769934694205
id_108,6.5356920414539195
id_109,78.59918310486479
id_110,46.10087763940314
id_111,16.314425585000173
id_112,27.925819901389552
id_113,15.78452971114919
id_114,13.073516322188816
id_115,25.396953084523314
id_116,26.96891969083628
id_117,8.903590584179728
id_118,17.113201562712383
id_119,19.066719655219785
id_120,81.59896607794266
id_121,23.799853033448915
id_122,34.26978815023758
id_123,24.81926365316878
id_124,7.0740194137888945
id_125,39.83676805330752
id_126,9.256967814204458
id_127,21.876155363791494
id_128,30.067487363914058
id_129,61.94623441153745
id_130,21.7344532526832
id_131,24.223132934033497
id_132,58.3415530454603
id_133,15.085074768168958
id_134,12.79322880265995
id_135,2.1434520696544475
id_136,12.857675360966844
id_137,58.22649618158075
id_138,19.614995060800975
id_139,5.727735967192981
id_140,27.810006843833673
id_141,25.25475665110634
id_142,43.886332552411936
id_143,30.14026320345271
id_144,17.632867703899013
id_145,26.15947138570171
id_146,11.124610594962995
id_147,51.142403109707544
id_148,23.036313626316257
id_149,39.36526067719358
id_150,11.057430335017166
id_151,7.633850269696108
id_152,25.167792354619603
id_153,6.392205553171948
id_154,15.457933620199851
id_155,40.6226750596016
id_156,8.293234379513674
id_157,37.43951954335539
id_158,11.324516202858447
id_159,19.008925585473907
id_160,42.095498465045736
id_161,18.655867171642914
id_162,14.194833650599998
id_163,7.608360221050879
id_164,52.296431582587616
id_165,29.74851099876122
id_166,2.987604332090066
id_167,16.152280021137766
id_168,64.41373190234823
id_169,12.693869344343522
id_170,63.64528269710347
id_171,38.865705882024756
id_172,26.593847107848287
id_173,19.219407029043346
id_174,62.713832996948256
id_175,24.80749619638299
id_176,19.903636247717696
id_177,38.78220839026585
id_178,12.0723698596635
id_179,30.717543629335957
id_180,17.576468364613227
id_181,12.458794116499364
id_182,54.490012277922716
id_183,46.435354949834164
id_184,16.088098872660915
id_185,34.70811961084338
id_186,26.598646015695603
id_187,71.81832176074917
id_188,9.91704425256917
id_189,58.77679308512802
id_190,38.41817010173224
id_191,14.166485418239771
id_192,28.847894367784573
id_193,1.6115447960167026
id_194,18.77804183651559
id_195,1.1771163778531353
id_196,33.95309876051872
id_197,11.542638785375964
id_198,18.875444850832544
id_199,61.950931140956996
id_200,24.550931067318047
id_201,25.965305447107283
id_202,65.73705199182073
id_203,11.886827830176427
id_204,8.584463840798492
id_205,11.153384868463393
id_206,7.457480681179932
id_207,1.4681495512014155
id_208,123.75015173084218
id_209,20.561502250770026
id_210,14.963627139795673
id_211,14.275392989707715
id_212,36.67235241721298
id_213,35.922169505911626
id_214,20.64877030910884
id_215,34.73578831674572
id_216,78.91564665545962
id_217,0.8512315526676324
id_218,12.642304229144901
id_219,32.53228987925616
id_220,15.553044017609777
id_221,12.314151123091733
id_222,115.87936458425696
id_223,12.401588727806688
id_224,16.834171336188625
id_225,64.66035164902175
id_226,16.07539517368796
id_227,17.897213427157133
id_228,10.158223934097458
id_229,7.098637759981239
id_230,44.37307368021448
id_231,12.714263626277663
id_232,53.87781456643645
id_233,43.13211551105312
id_234,25.560540742296773
id_235,42.67908055431569
id_236,69.05491025288975
id_237,43.52845819828115
id_238,10.984550181362934
id_239,17.255281764532462
